2022-03-23 15:10:36,592 INFO: => creating model 
2022-03-23 15:10:41,180 INFO: cls num list:
2022-03-23 15:10:41,180 INFO: [5000, 3871, 2997, 2320, 1796, 1391, 1077, 834, 645, 500]
2022-03-23 15:10:41,947 INFO: Epoch: [0][0/160], lr: 0.00200	Time 0.749 (0.749)	Data 0.467 (0.467)	Loss 6.3174 (6.3174)	Prec@1 7.812 (7.812)	
2022-03-23 15:10:42,385 INFO: Epoch: [0][10/160], lr: 0.00200	Time 0.038 (0.108)	Data 0.001 (0.045)	Loss 2.8237 (3.2278)	Prec@1 22.656 (18.608)	
2022-03-23 15:10:42,742 INFO: Epoch: [0][20/160], lr: 0.00200	Time 0.039 (0.074)	Data 0.002 (0.025)	Loss 2.3698 (3.0197)	Prec@1 30.469 (22.619)	
2022-03-23 15:10:43,105 INFO: Epoch: [0][30/160], lr: 0.00200	Time 0.037 (0.062)	Data 0.002 (0.018)	Loss 1.9963 (2.8862)	Prec@1 31.250 (23.085)	
2022-03-23 15:10:43,487 INFO: Epoch: [0][40/160], lr: 0.00200	Time 0.029 (0.056)	Data 0.002 (0.014)	Loss 2.0012 (2.7365)	Prec@1 28.125 (22.447)	
2022-03-23 15:10:43,853 INFO: Epoch: [0][50/160], lr: 0.00200	Time 0.032 (0.052)	Data 0.002 (0.012)	Loss 2.4241 (2.6123)	Prec@1 14.062 (23.162)	
2022-03-23 15:10:44,207 INFO: Epoch: [0][60/160], lr: 0.00200	Time 0.033 (0.049)	Data 0.002 (0.011)	Loss 2.4657 (2.5238)	Prec@1 14.844 (24.206)	
2022-03-23 15:10:44,560 INFO: Epoch: [0][70/160], lr: 0.00200	Time 0.038 (0.047)	Data 0.002 (0.009)	Loss 2.2604 (2.4341)	Prec@1 22.656 (25.539)	
2022-03-23 15:10:44,921 INFO: Epoch: [0][80/160], lr: 0.00200	Time 0.029 (0.046)	Data 0.003 (0.009)	Loss 1.7130 (2.3665)	Prec@1 31.250 (26.321)	
2022-03-23 15:10:45,276 INFO: Epoch: [0][90/160], lr: 0.00200	Time 0.035 (0.045)	Data 0.002 (0.008)	Loss 1.6823 (2.3140)	Prec@1 35.156 (26.923)	
2022-03-23 15:10:45,633 INFO: Epoch: [0][100/160], lr: 0.00200	Time 0.037 (0.044)	Data 0.002 (0.008)	Loss 1.7677 (2.2637)	Prec@1 42.969 (27.901)	
2022-03-23 15:10:45,988 INFO: Epoch: [0][110/160], lr: 0.00200	Time 0.038 (0.043)	Data 0.002 (0.007)	Loss 2.3247 (2.2300)	Prec@1 19.531 (28.188)	
2022-03-23 15:10:46,336 INFO: Epoch: [0][120/160], lr: 0.00200	Time 0.036 (0.042)	Data 0.002 (0.007)	Loss 1.5453 (2.1987)	Prec@1 42.969 (28.293)	
2022-03-23 15:10:46,686 INFO: Epoch: [0][130/160], lr: 0.00200	Time 0.036 (0.042)	Data 0.002 (0.007)	Loss 1.9990 (2.1728)	Prec@1 29.688 (28.536)	
2022-03-23 15:10:47,067 INFO: Epoch: [0][140/160], lr: 0.00200	Time 0.034 (0.042)	Data 0.003 (0.006)	Loss 1.4927 (2.1416)	Prec@1 47.656 (29.139)	
2022-03-23 15:10:47,417 INFO: Epoch: [0][150/160], lr: 0.00200	Time 0.035 (0.041)	Data 0.002 (0.006)	Loss 1.7963 (2.1245)	Prec@1 37.500 (29.356)	
2022-03-23 15:10:48,042 INFO: Test: [0/100]	Time 0.232 (0.232)	Loss 1.9389 (1.9389)	Prec@1 25.000 (25.000)	Prec@5 88.000 (88.000)
