2022-09-18 20:11:13,128 INFO: => creating model 
2022-09-18 20:11:22,223 INFO: cls num list:
2022-09-18 20:11:22,223 INFO: [5000, 5000, 5000, 5000, 5000, 500, 500, 500, 500, 500]
2022-09-18 20:11:23,382 INFO: Epoch: [0][0/215], lr: 0.00200	Time 1.061 (1.061)	Data 0.692 (0.692)	Loss 2.2769 (2.2769)	Prec@1 14.062 (14.062)	
2022-09-18 20:11:24,944 INFO: Epoch: [0][10/215], lr: 0.00200	Time 0.157 (0.238)	Data 0.003 (0.073)	Loss 1.9234 (2.1343)	Prec@1 26.562 (22.088)	
2022-09-18 20:11:26,478 INFO: Epoch: [0][20/215], lr: 0.00200	Time 0.144 (0.198)	Data 0.003 (0.043)	Loss 1.9386 (2.0594)	Prec@1 29.688 (26.637)	
2022-09-18 20:11:28,018 INFO: Epoch: [0][30/215], lr: 0.00200	Time 0.134 (0.184)	Data 0.004 (0.033)	Loss 2.0604 (2.0410)	Prec@1 28.125 (26.991)	
2022-09-18 20:11:29,561 INFO: Epoch: [0][40/215], lr: 0.00200	Time 0.140 (0.177)	Data 0.002 (0.027)	Loss 1.7012 (2.0693)	Prec@1 35.938 (25.972)	
2022-09-18 20:11:31,102 INFO: Epoch: [0][50/215], lr: 0.00200	Time 0.149 (0.172)	Data 0.002 (0.024)	Loss 1.6668 (2.0767)	Prec@1 35.938 (26.961)	
2022-09-18 20:11:32,628 INFO: Epoch: [0][60/215], lr: 0.00200	Time 0.154 (0.169)	Data 0.002 (0.022)	Loss 1.7374 (2.0471)	Prec@1 30.469 (27.702)	
2022-09-18 20:11:34,166 INFO: Epoch: [0][70/215], lr: 0.00200	Time 0.153 (0.167)	Data 0.002 (0.020)	Loss 2.3078 (2.0123)	Prec@1 20.312 (28.631)	
2022-09-18 20:11:35,718 INFO: Epoch: [0][80/215], lr: 0.00200	Time 0.155 (0.165)	Data 0.002 (0.019)	Loss 1.5686 (1.9818)	Prec@1 43.750 (29.369)	
2022-09-18 20:11:37,263 INFO: Epoch: [0][90/215], lr: 0.00200	Time 0.152 (0.164)	Data 0.003 (0.018)	Loss 1.4815 (1.9565)	Prec@1 35.938 (29.894)	
2022-09-18 20:11:38,810 INFO: Epoch: [0][100/215], lr: 0.00200	Time 0.151 (0.163)	Data 0.002 (0.018)	Loss 1.9049 (1.9419)	Prec@1 23.438 (30.476)	
2022-09-18 20:11:40,366 INFO: Epoch: [0][110/215], lr: 0.00200	Time 0.171 (0.163)	Data 0.002 (0.017)	Loss 1.5457 (1.9352)	Prec@1 42.969 (30.314)	
2022-09-18 20:11:41,917 INFO: Epoch: [0][120/215], lr: 0.00200	Time 0.172 (0.162)	Data 0.003 (0.016)	Loss 2.0343 (1.9328)	Prec@1 14.062 (30.133)	
2022-09-18 20:11:43,469 INFO: Epoch: [0][130/215], lr: 0.00200	Time 0.153 (0.161)	Data 0.003 (0.016)	Loss 2.2313 (1.9206)	Prec@1 25.000 (30.421)	
2022-09-18 20:11:45,016 INFO: Epoch: [0][140/215], lr: 0.00200	Time 0.141 (0.161)	Data 0.004 (0.016)	Loss 2.0066 (1.9177)	Prec@1 21.875 (30.347)	
2022-09-18 20:11:46,563 INFO: Epoch: [0][150/215], lr: 0.00200	Time 0.145 (0.161)	Data 0.006 (0.015)	Loss 1.3694 (1.9004)	Prec@1 50.781 (30.909)	
2022-09-18 20:11:48,108 INFO: Epoch: [0][160/215], lr: 0.00200	Time 0.154 (0.160)	Data 0.002 (0.015)	Loss 1.8487 (1.8807)	Prec@1 30.469 (31.439)	
2022-09-18 20:11:49,651 INFO: Epoch: [0][170/215], lr: 0.00200	Time 0.151 (0.160)	Data 0.002 (0.015)	Loss 1.4761 (1.8727)	Prec@1 44.531 (31.579)	
